pervasive	a.	Tending to pervade, or having power to spread throughout; of a pervading quality.
perverse	a.	Turned aside; hence, specifically, turned away from the right; willfully erring; wicked; perverted.
perverse	a.	Obstinate in the wrong; stubborn; intractable; hence, wayward; vexing; contrary.
perversed	a.	Turned aside.
perversedly	adv.	Perversely.
perversely	adv.	In a perverse manner.
perverseness	n.	The quality or state of being perverse.
perversion	n.	The act of perverting, or the state of being perverted; a turning from truth or right; a diverting from the true intent or object; a change to something worse; a turning or applying to a wrong end or use.
perversity	n.	The quality or state of being perverse; perverseness.
perversive	a.	Tending to pervert.
pervert	v. t.	To turnanother way; to divert.
pervert	v. t.	To turn from truth, rectitude, or propriety; to divert from a right use, end, or way; to lead astray; to corrupt; also, to misapply; to misinterpret designedly; as, to pervert one's words.
pervert	v. i.	To become perverted; to take the wrong course.
pervert	n.	One who has been perverted; one who has turned to error, especially in religion; -- opposed to convert. See the Synonym of Convert.
perverted	imp. & p. p.	of Pervert
perverter	n.	One who perverts (a person or thing).
pervertible	a.	Capable of being perverted.
perverting	p. pr. & vb. n.	of Pervert
pervestigate	v. t.	To investigate thoroughly.
pervestigation	n.	Thorough investigation.
pervial	a.	Pervious.
pervicacious	a.	Obstinate; willful; refractory.
pervicacity	n.	Obstinacy; pervicaciousness.
pervicacy	n.	Pervicacity.
pervigilation	n.	Careful watching.
pervious	a.	Admitting passage; capable of being penetrated by another body or substance; permeable; as, a pervious soil.
pervious	a.	Capable of being penetrated, or seen through, by physical or mental vision.
pervious	a.	Capable of penetrating or pervading.
pervious	a.	Open; -- used synonymously with perforate, as applied to the nostrils or birds.
perviousness	n.	The quality or state of being pervious; as, the perviousness of glass.
pervis	n.	See Parvis.
perwigged	imp. & p. p.	of Periwig
perwigging	p. pr. & vb. n.	of Periwig
pery	n.	A pear tree. See Pirie.
pes	n.	The distal segment of the hind limb of vertebrates, including the tarsus and foot.
pesade	n.	The motion of a horse when, raising his fore quarters, he keeps his hind feet on the ground without advancing; rearing.
pesage	n.	A fee, or toll, paid for the weighing of merchandise.
pesane	n.	See Pusane.
pesanted	a.	Made heavy or dull; debased.
peschito	n.	See Peshito.
pese	n.	A pea.
peseta	n.	A Spanish silver coin, and money of account, equal to about nineteen cents, and divided into 100 centesimos.
peshito	n.	Alt. of Peshitto
peshitto	n.	The earliest Syriac version of the Old Testament, translated from Hebrew; also, the incomplete Syriac version of the New Testament.
pesky	a.	Pestering; vexatious; troublesome. Used also as an intensive.
peso	n.	A Spanish dollar; also, an Argentine, Chilian, Colombian, etc., coin, equal to from 75 cents to a dollar; also, a pound weight.
pessaries	"pl. "	of Pessary
pessary	n.	An instrument or device to be introduced into and worn in the vagina, to support the uterus, or remedy a malposition.
pessary	n.	A medicinal substance in the form of a bolus or mass, designed for introduction into the vagina; a vaginal suppository.
pessimism	n.	The opinion or doctrine that everything in nature is ordered for or tends to the worst, or that the world is wholly evil; -- opposed to optimism.
pessimism	n.	A disposition to take the least hopeful view of things.
pessimist	n.	One who advocates the doctrine of pessimism; -- opposed to optimist.
pessimist	n.	One who looks on the dark side of things.
pessimist	a.	Alt. of Pessimistic
pessimistic	a.	Of or pertaining to pessimism; characterized by pessimism; gloomy; foreboding.
pessimistical	a.	Pessimistic.
pessimize	v. i.	To hold or advocate the doctrine of pessimism.
pessuli	"pl. "	of Pessulus
pessulus	n.	A delicate bar of cartilage connecting the dorsal and ventral extremities of the first pair of bronchial cartilages in the syrinx of birds.
pest	n.	A fatal epidemic disease; a pestilence; specif., the plague.
pest	n.	Anything which resembles a pest; one who, or that which, is troublesome, noxious, mischievous, or destructive; a nuisance.
pestalozzian	a.	Belonging to, or characteristic of, a system of elementary education which combined manual training with other instruction, advocated and practiced by Jean Henri Pestalozzi (1746-1827), a Swiss teacher.
pestalozzian	n.	An advocate or follower of the system of Pestalozzi.
pestalozzianism	n.	The system of education introduced by Pestalozzi.
pester	v. t.	To trouble; to disturb; to annoy; to harass with petty vexations.
pester	v. t.	To crowd together in an annoying way; to overcrowd; to infest.
pestered	imp. & p. p.	of Pester
pesterer	n.	One who pesters or harasses.
pestering	p. pr. & vb. n.	of Pester
pesterment	n.	The act of pestering, or the state of being pestered; vexation; worry.
pesterous	a.	Inclined to pester. Also, vexatious; encumbering; burdensome.
pestful	a.	Pestiferous.
pesthouse	n.	A house or hospital for persons who are infected with any pestilential disease.
pestiduct	n.	That which conveys contagion or infection.
pestiferous	a.	Pest-bearing; pestilential; noxious to health; malignant; infectious; contagious; as, pestiferous bodies.
pestiferous	a.	Noxious to peace, to morals, or to society; vicious; hurtful; destructive; as, a pestiferous demagogue.
pestiferously	adv.	In a pestiferuos manner.
pestilation	n.	The act of pounding and bruising with a pestle in a mortar.
pestilence	n.	Specifically, the disease known as the plague; hence, any contagious or infectious epidemic disease that is virulent and devastating.
pestilence	n.	Fig.: That which is pestilent, noxious, or pernicious to the moral character of great numbers.
pestilent	a.	Pestilential; noxious; pernicious; mischievous.
pestilential	a.	Having the nature or qualities of a pestilence.
pestilential	a.	Hence: Mischievous; noxious; pernicious; morally destructive.
pestilentially	adv.	Pestilently.
pestilentious	a.	Pestilential.
pestilently	adv.	In a pestilent manner; mischievously; destructively.
pestilentness	n.	The quality of being pestilent.
pestle	n.	An implement for pounding and breaking or braying substances in a mortar.
pestle	n.	A constable's or bailiff's staff; -- so called from its shape.
pestle	n.	The leg and leg bone of an animal, especially of a pig; as, a pestle of pork.
pestle	v. t. & i.	To pound, pulverize, bray, or mix with a pestle, or as with a pestle; to use a pestle.
pestled	imp. & p. p.	of Pestle
pestling	p. pr. & vb. n.	of Pestle
pet	n.	A cade lamb; a lamb brought up by hand.
pet	n.	Any person or animal especially cherished and indulged; a fondling; a darling; often, a favorite child.
pet	n.	A slight fit of peevishness or fretfulness.
pet	a.	Petted; indulged; admired; cherished; as, a pet child; a pet lamb; a pet theory.
pet	v. t.	To treat as a pet; to fondle; to indulge; as, she was petted and spoiled.
pet	v. i.	To be a pet.
petal	n.	One of the leaves of the corolla, or the colored leaves of a flower. See Corolla, and Illust. of Flower.
petal	n.	One of the expanded ambulacra which form a rosette on the black of certain Echini.
petala	"pl. "	of Petalum
petaled	a.	Having petals; as, a petaled flower; -- opposed to apetalous, and much used in compounds; as, one-petaled, three-petaled, etc.
petaliferous	a.	Bearing petals.
petaliform	a.	Having the form of a petal; petaloid; petal-shaped.
petaline	a.	Pertaining to a petal; attached to, or resembling, a petal.
petalism	n.	A form of sentence among the ancient Syracusans by which they banished for five years a citizen suspected of having dangerous influence or ambition. It was similar to the ostracism in Athens; but olive leaves were used instead of shells for ballots.
petalite	n.	A rare mineral, occurring crystallized and in cleavable masses, usually white, or nearly so, in color. It is a silicate of aluminia and lithia.
petalody	n.	The metamorphosis of various floral organs, usually stamens, into petals.
petaloid	a.	Petaline.
petaloideous	a.	Having the whole or part of the perianth petaline.
petalosticha	n. pl.	An order of Echini, including the irregular sea urchins, as the spatangoids. See Spatangoid.
petalous	a.	Having petals; petaled; -- opposed to apetalous.
petalum	n.	A petal.
petar	n.	See Petard.
petard	n.	A case containing powder to be exploded, esp. a conical or cylindrical case of metal filled with powder and attached to a plank, to be exploded against and break down gates, barricades, drawbridges, etc. It has been superseded.
petardeer	n.	Alt. of Petardier
petardier	n.	One who managed a petard.
petasus	n.	The winged cap of Mercury; also, a broad-brimmed, low-crowned hat worn by Greeks and Romans.
petaurist	n.	Any flying marsupial of the genera Petaurus, Phalangista, Acrobata, and allied genera. See Flying mouse, under Flying, and Phalangister.
petechiae	n. pl.	Small crimson, purple, or livid spots, like flea-bites, due to extravasation of blood, which appear on the skin in malignant fevers, etc.
petechial	a.	Characterized by, or pertaining to, petechiae; spotted.
peter	n.	A common baptismal name for a man. The name of one of the apostles,
peter	v. i.	To become exhausted; to run out; to fail; -- used generally with out; as, that mine has petered out.
petered	imp. & p. p.	of Peter
peterel	n.	See Petrel.
peterero	n.	See Pederero.
petering	p. pr. & vb. n.	of Peter
peterman	n.	A fisherman; -- so called after the apostle Peter.
petermen	"pl. "	of Peterman
petersham	n.	A rough, knotted woolen cloth, used chiefly for men's overcoats; also, a coat of that material.
peterwort	n.	See Saint Peter's-wort, under Saint.
petiolar	a.	Alt. of Petiolary
petiolary	a.	Of or pertaining to petiole, or proceeding from it; as, a petiolar tendril; growing or supported upon a petiole; as, a petiolar gland; a petiolar bud.
petiolate	a.	Alt. of Petiolated
petiolated	a.	Having a stalk or petiole; as, a petioleate leaf; the petiolated abdomen of certain Hymenoptera.
petiole	n.	A leafstalk; the footstalk of a leaf, connecting the blade with the stem. See Illust. of Leaf.
petiole	n.	A stalk or peduncle.
petioled	a.	Petiolate.
petiolulate	a.	Supported by its own petiolule.
petiolule	n.	A small petiole, or the petiole of a leaflet.
petit	a.	Small; little; insignificant; mean; -- Same as Petty.
petition	n.	A prayer; a supplication; an imploration; an entreaty; especially, a request of a solemn or formal kind; a prayer to the Supreme Being, or to a person of superior power, rank, or authority; also, a single clause in such a prayer.
petition	n.	A formal written request addressed to an official person, or to an organized body, having power to grant it; specifically (Law), a supplication to government, in either of its branches, for the granting of a particular grace or right; -- in distinction from a memorial, which calls certain facts to mind; also, the written document.
petition	v. t.	To make a prayer or request to; to ask from; to solicit; to entreat; especially, to make a formal written supplication, or application to, as to any branch of the government; as, to petition the court; to petition the governor.
petition	v. i.	To make a petition or solicitation.
petitionarily	adv.	By way of begging the question; by an assumption.
petitionary	a.	Supplicatory; making a petition.
petitionary	a.	Containing a petition; of the nature of a petition; as, a petitionary epistle.
petitioned	imp. & p. p.	of Petition
petitionee	n.	A person cited to answer, or defend against, a petition.
petitioner	n.	One who presents a petition.
petitioning	p. pr. & vb. n.	of Petition
petitioning	n.	The act of presenting apetition; a supplication.
petitor	n.	One who seeks or asks; a seeker; an applicant.
petitory	a.	Petitioning; soliciting; supplicating.
petong	n.	See Packfong.
petralogy	n.	See Petrology.
petrary	n.	An ancient war engine for hurling stones.
petre	n.	See Saltpeter.
petrean	a.	Of or pertaining to to rock.
petrel	n.	Any one of numerous species of longwinged sea birds belonging to the family Procellaridae. The small petrels, or Mother Carey's chickens, belong to Oceanites, Oceanodroma, Procellaria, and several allied genera.
petrescence	n.	The process of changing into stone; petrification.
petrescent	a.	Petrifying; converting into stone; as, petrescent water.
petrifaction	n.	The process of petrifying, or changing into stone; conversion of any organic matter (animal or vegetable) into stone, or a substance of stony hardness.
petrifaction	n.	The state or condition of being petrified.
petrifaction	n.	That which is petrified; popularly, a body incrusted with stony matter; an incrustation.
petrifaction	n.	Fig.: Hardness; callousness; obduracy.
petrifactive	a.	Having the quality of converting organic matter into stone; petrifying.
petrifactive	a.	Pertaining to, or characterized by, petrifaction.
petrific	a.	Petrifying; petrifactive.
petrificate	v. t.	To petrify.
petrification	n.	See Petrifaction.
petrification	n.	Fig.: Obduracy; callousness.
petrified	imp. & p. p.	of Petrify
petrify	v. t.	To convert, as any animal or vegetable matter, into stone or stony substance.
petrify	v. t.	To make callous or obdurate; to stupefy; to paralyze; to transform; as by petrifaction; as, to petrify the heart. Young.
petrify	v. i.	To become stone, or of a stony hardness, as organic matter by calcareous deposits.
petrify	v. i.	Fig.: To become stony, callous, or obdurate.
petrifying	p. pr. & vb. n.	of Petrify
petrine	a.	Of or pertaining to St.Peter; as, the Petrine Epistles.
petro-		A combining form from Gr. / a rock, / a stone; as, petrology, petroglyphic.
petrogale	n.	Any Australian kangaroo of the genus Petrogale, as the rock wallaby (P. penicillata).
petroglyphic	a.	Of or pertaining to petroglyphy.
petroglyphy	n.	The art or operation of carving figures or inscriptions on rock or stone.
petrographic	a.	Alt. of Petrographical
petrographical	a.	Pertaining to petrography.
petrography	n.	The art of writing on stone.
petrography	n.	The scientific description of rocks; that department of science which investigates the constitution of rocks; petrology.
petrohyoid	a.	Pertaining to petrous, oe periotic, portion of the skull and the hyoid arch; as, the petrohyoid muscles of the frog.
petrol	n.	Petroleum.
petrolatum	n.	A semisolid unctuous substance, neutral, and without taste or odor, derived from petroleum by distilling off the lighter portions and purifying the residue. It is a yellowish, fatlike mass, transparent in thin layers, and somewhat fluorescent. It is used as a bland protective dressing, and as a substitute for fatty materials in ointments.
petroleum	n.	Rock oil, mineral oil, or natural oil, a dark brown or greenish inflammable liquid, which, at certain points, exists in the upper strata of the earth, from whence it is pumped, or forced by pressure of the gas attending it. It consists of a complex mixture of various hydrocarbons, largely of the methane series, but may vary much in appearance, composition, and properties. It is refined by distillation, and the products include kerosene, benzine, gasoline, paraffin, etc.
petroleur	n. f.	Alt. of Petroleuse
petroleuse	n. f.	One who makes use of petroleum for incendiary purposes.
petroline	n.	A paraffin obtained from petroleum from Rangoon in India, and practically identical with ordinary paraffin.
petrologic	a.	Alt. of Petrological
petrological	a.	Of or pertaining to petrology.
petrologically	adv.	According to petrology.
petrologist	n.	One who is versed in petrology.
petrology	n.	The department of science which is concerned with the mineralogical and chemical composition of rocks, and with their classification: lithology.
petrology	n.	A treatise on petrology.
petromastoid	a.	Of or pertaining to the petrous and mastoid parts of the temporal bone, periotic.
petromyzont	n.	A lamprey.
petronel	n.	A sort of hand cannon, or portable firearm, used in France in the 15th century.
petrosal	a.	Hard; stony; petrous; as, the petrosal bone; petrosal part of the temporal bone.
petrosal	a.	Of, pertaining to, or in the region of, the petrous, or petrosal, bone, or the corresponding part of the temporal bone.
petrosal	n.	A petrosal bone.
petrosal	n.	The auditory capsule.
petrosilex	n.	Felsite.
petrosilicious	a.	Containing, or consisting of, petrosilex.
petrostearine	n.	A solid unctuous material, of which candles are made.
petrous	a.	Like stone; hard; stony; rocky; as, the petrous part of the temporal bone.
petrous	a.	Same as Petrosal.
petted	imp. & p. p.	of Pet
pettichaps	n.	See Pettychaps.
petticoat	n.	A loose under-garment worn by women, and covering the body below the waist.
pettifog	v. i.	To do a petty business as a lawyer; also, to do law business in a petty or tricky way.
pettifog	v. t.	To advocate like a pettifogger; to argue trickily; as, to pettifog a claim.
pettifogged	imp. & p. p.	of Pettifog
pettifogger	n.	A lawyer who deals in petty cases; an attorney whose methods are mean and tricky; an inferior lawyer.
pettifoggery	n.	The practice or arts of a pettifogger; disreputable tricks; quibbles.
pettifogging	p. pr. & vb. n.	of Pettifog
pettifogging	a.	Paltry; quibbling; mean.
pettifogging	n.	Pettifoggery.
pettifogulize	v. i.	To act as a pettifogger; to use contemptible tricks.
pettily	adv.	In a petty manner; frivolously.
pettiness	n.	The quality or state of being petty or paltry; littleness; meanness.
petting	p. pr. & vb. n.	of Pet
pettish	a.	Fretful; peevish; moody; capricious; inclined to ill temper.
pettitoes	n. pl.	The toes or feet of a pig, -- often used as food; sometimes, in contempt, the human feet.
petto	n.	The breast.
petty	superl.	Little; trifling; inconsiderable; also, inferior; subordinate; as, a petty fault; a petty prince.
pettychaps	n.	Any one of several species of small European singing birds of the subfamily Sylviinae, as the willow warbler, the chiff-chaff, and the golden warbler (Sylvia hortensis).
pettywhin	n.	The needle furze. See under Needle.
petulance	n.	Alt. of Petulancy
petulancy	n.	The quality or state of being petulant; temporary peevishness; pettishness; capricious ill humor.
petulant	a.	Forward; pert; insolent; wanton.
petulant	a.	Capriciously fretful; characterized by ill-natured freakishness; irritable.
petulantly	adv.	In a petulant manner.
petulcity	n.	Wantonness; friskiness.
petulcous	a.	Wanton; frisky; lustful.
petunia	n.	A genus of solanaceous herbs with funnelform or salver-shaped corollas. Two species are common in cultivation, Petunia violacera, with reddish purple flowers, and P. nyctaginiflora, with white flowers. There are also many hybrid forms with variegated corollas.
petunse	n.	Alt. of Petuntze
petuntse	n.	Alt. of Petuntze
petuntze	n.	Powdered fledspar, kaolin, or quartz, used in the manufacture of porcelain.
petworth marble		A kind of shell marble occurring in the Wealden clay at Petworth, in Sussex, England; -- called also Sussex marble.
petzite	n.	A telluride of silver and gold, related to hessite.
peucedanin	n.	A tasteless white crystalline substance, extracted from the roots of the sulphurwort (Peucedanum), masterwort (Imperatoria), and other related plants; -- called also imperatorin.
peucil	n.	A liquid resembling camphene, obtained by treating turpentine hydrochloride with lime.
pew	n.	One of the compartments in a church which are separated by low partitions, and have long seats upon which several persons may sit; -- sometimes called slip. Pews were originally made square, but are now usually long and narrow.
pew	n.	Any structure shaped like a church pew, as a stall, formerly used by money lenders, etc.; a box in theater; a pen; a sheepfold.
pew	v. t.	To furnish with pews.
pewee	n.	A common American tyrant flycatcher (Sayornis phoebe, or S. fuscus). Called also pewit, and phoebe.
pewee	n.	The woodcock.
pewet	n.	Same as Pewit.
pewfellow	n.	One who occupies the same pew with another.
pewfellow	n.	An intimate associate; a companion.
pewit	n.	The lapwing.
pewit	n.	The European black-headed, or laughing, gull (Xema ridibundus). See under Laughing.
pewit	n.	The pewee.
pewter	n.	A hard, tough, but easily fusible, alloy, originally consisting of tin with a little lead, but afterwards modified by the addition of copper, antimony, or bismuth.
pewter	n.	Utensils or vessels made of pewter, as dishes, porringers, drinking vessels, tankards, pots.
pewterer	n.	One whose occupation is to make utensils of pewter; a pewtersmith.
pewtery	a.	Belonging to, or resembling, pewter; as, a pewtery taste.
pexity	n.	Nap of cloth.
peyer's glands		Patches of lymphoid nodules, in the walls of the small intestiness; agminated glands; -- called also Peyer's patches. In typhoid fever they become the seat of ulcers which are regarded as the characteristic organic lesion of that disease.
peytrel	n.	The breastplate of a horse's armor or harness. [Spelt also peitrel.] See Poitrel.
peziza	n.	A genus of fungi embracing a great number of species, some of which are remarkable for their regular cuplike form and deep colors.
pezizoid	a.	Resembling a fungus of the genus Peziza; having a cuplike form.
pfennig	n.	A small copper coin of Germany. It is the hundredth part of a mark, or about a quarter of a cent in United States currency.
pfennige	"pl. "	of Pfennig
pfennigs	"pl. "	of Pfennig
phacelli	"pl. "	of Phacellus
phacellus	n.	One of the filaments on the inner surface of the gastric cavity of certain jellyfishes.
phacochere	n.	The wart hog.
phacoid	a.	Resembling a lentil; lenticular.
phacolite	n.	A colorless variety of chabazite; the original was from Leipa, in Bohemia.
phacops	n.	A genus of trilobites found in the Silurian and Devonian formations. Phacops bufo is one of the most common species.
phaeacian	a.	Of or pertaining to the Phaeacians, a fabulous seafaring people fond of the feast, the lyre, and the dance, mentioned by Homer.
phaenogam	n.	Any plant of the class Phaenogamia.
phaenogamia	n. pl.	The class of flowering plants including all which have true flowers with distinct floral organs; phanerogamia.
phaenogamian	a.	Alt. of Phaenogamic
phaenogamic	a.	Same as Phaenogamous.
phaenogamous	a.	Having true flowers with with distinct floral organs; flowering.
phaenomenon	n.	See Phenomenon.
phaeospore	n.	A brownish zoospore, characteristic of an order (Phaeosporeae) of dark green or olive-colored algae.
phaethon	n.	The son of Helios (Phoebus), that is, the son of light, or of the sun. He is fabled to have obtained permission to drive the chariot of the sun, in doing which his want of skill would have set the world on fire, had he not been struck with a thunderbolt by Jupiter, and hurled headlong into the river Po.
phaethon	n.	A genus of oceanic birds including the tropic birds.
phaeton	n.	A four-wheeled carriage (with or without a top), open, or having no side pieces, in front of the seat. It is drawn by one or two horses.
phaeton	n.	See Phaethon.
phaeton	n.	A handsome American butterfly (Euphydryas, / Melitaea, Phaeton). The upper side of the wings is black, with orange-red spots and marginal crescents, and several rows of cream-colored spots; -- called also Baltimore.
phagedena	n.	A canine appetite; bulimia.
phagedena	n.	Spreading, obstinate ulceration.
phagedenic	a.	Alt. of PhagedenicAL
phagedenical	a.	Of, like, or pertaining to, phagedena; used in the treatment of phagedena; as, a phagedenic ulcer or medicine.
phagedenical	n.	A phagedenic medicine.
phagedenous	a.	Phagedenic.
phagocyte	n.	A leucocyte which plays a part in retrogressive processes by taking up (eating), in the form of fine granules, the parts to be removed.
phainopepla	n.	A small crested passerine bird (Phainopepla nitens), native of Mexico and the Southern United States. The adult male is of a uniform glossy blue-black; the female is brownish. Called also black flycatcher.
phakoscope	n.	An instrument for studying the mechanism of accommodation.
phalaena	n.	A linnaean genus which included the moths in general.
phalaenid	n.	Any moth of the family Phalaenidae, of which the cankerworms are examples; a geometrid.
phalangal	a.	Of or pertaining to the phalanges. See Phalanx, 2.
phalangeal	a.	Alt. of Phalangal
phalanger	n.	Any marsupial belonging to Phalangista, Cuscus, Petaurus, and other genera of the family Phalangistidae. They are arboreal, and the species of Petaurus are furnished with lateral parachutes. See Flying phalanger, under Flying.
phalanges	n.	pl. of Phalanx.
phalanges	"pl. "	of Phalanx
phalangial	a.	Alt. of Phalangian
phalangian	a.	Phalangeal.
phalangid	n.	One of the Phalangoidea.
phalangides	"pl. "	of Phalangid
phalangious	a.	Of or pertaining to Phalangoidea.
phalangist	n.	Any arboreal marsupial of the genus Phalangista. The vulpine phalangist (P. vulpina) is the largest species, the full grown male being about two and a half feet long. It has a large bushy tail.
phalangister	n.	Alt. of Phalangistine
phalangistine	n.	Same as Phalangist.
phalangite	n.	A soldier belonging to a phalanx.
phalangoidea	n. pl.	A division of Arachnoidea, including the daddy longlegs or harvestman (Phalangium) and many similar kinds. They have long, slender, many-jointed legs; usually a rounded, segmented abdomen; and chelate jaws. They breathe by tracheae. Called also Phalangides, Phalangidea, Phalangiida, and Opilionea.
phalanstere	n.	A phalanstery.
phalansterian	a.	Of or pertaining to phalansterianism.
phalansterian	n.	One who favors the system of phalansteries proposed by Fourier.
phalansterianism	n.	A system of phalansteries proposed by Fourier; Fourierism.
phalansterism	n.	Alt. of Phalansterianism
phalanstery	n.	An association or community organized on the plan of Fourier. See Fourierism.
phalanstery	n.	The dwelling house of a Fourierite community.
phalanx	n.	A body of heavy-armed infantry formed in ranks and files close and deep. There were several different arrangements, the phalanx varying in depth from four to twenty-five or more ranks of men.
phalanx	n.	Any body of troops or men formed in close array, or any combination of people distinguished for firmness and solidity of a union.
phalanx	n.	A Fourierite community; a phalanstery.
phalanx	n.	One of the digital bones of the hand or foot, beyond the metacarpus or metatarsus; an internode.
phalanx	n.	A group or bundle of stamens, as in polyadelphous flowers.
phalanxes	"pl. "	of Phalanx
phalarope	n.	Any species of Phalaropus and allied genera of small wading birds (Grallae), having lobate toes. They are often seen far from land, swimming in large flocks. Called also sea goose.
phalli	"pl. "	of Phallus
phallic	a.	Of or pertaining to the phallus, or to phallism.
phallicism	n.	See Phallism.
phallism	n.	The worship of the generative principle in nature, symbolized by the phallus.
phallus	n.	The emblem of the generative power in nature, carried in procession in the Bacchic orgies, or worshiped in various ways.
phallus	n.	The penis or clitoris, or the embryonic or primitive organ from which either may be derived.
phallus	n.	A genus of fungi which have a fetid and disgusting odor; the stinkhorn.
phane	n.	See Fane.
phanerite	a.	Evident; visible.
phanerocarpae	n. pl.	Same as Acraspeda.
phanerocodonic	a.	Having an umbrella-shaped or bell-shaped body, with a wide, open cavity beneath; -- said of certain jellyfishes.
phanerocrystalline	a.	Distinctly crystalline; -- used of rocks. Opposed to cryptocrystalline.
phanerodactyla	n. pl.	Same as Saururae.
phanerogamia	n. pl.	That one of the two primary divisions of the vegetable kingdom which contains the phanerogamic, or flowering, plants.
phanerogamian	a.	Phanerogamous.
phanerogamic	a.	Alt. of Phanerogamous
phanerogamous	a.	Having visible flowers containing distinct stamens and pistils; -- said of plants.
phaneroglossal	a.	Having a conspicious tongue; -- said of certain reptiles and insects.
phantascope	n.	An optical instrument or toy, resembling the phenakistoscope, and illustrating the same principle; -- called also phantasmascope.
phantasm	n.	An image formed by the mind, and supposed to be real or material; a shadowy or airy appearance; sometimes, an optical illusion; a phantom; a dream.
phantasm	n.	A mental image or representation of a real object; a fancy; a notion.
phantasma	n.	A phantasm.
phantasmagoria	n.	An optical effect produced by a magic lantern. The figures are painted in transparent colors, and all the rest of the glass is opaque black. The screen is between the spectators and the instrument, and the figures are often made to appear as in motion, or to merge into one another.
phantasmagoria	n.	The apparatus by which such an effect is produced.
phantasmagoria	n.	Fig.: A medley of figures; illusive images.
phantasmagorial	a.	Of, relating to, or resembling phantasmagoria; phantasmagoric.
phantasmagoric	a.	Of or pertaining to phantasmagoria; phantasmagorial.
phantasmagory	n.	See Phantasmagoria.
phantasmal	a.	Pertaining to, of the nature of, or resembling, a phantasm; spectral; illusive.
phantasmascope	n.	See Phantascope.
phantasmatical	a.	Phantasmal.
phantasmatography	n.	A description of celestial phenomena, as rainbows, etc.
phantastic	a.	Alt. of Phantastical
phantastical	a.	See Fantastic.
phantasy	n.	See Fantasy, and Fancy.
phantom	n.	That which has only an apparent existence; an apparition; a specter; a phantasm; a sprite; an airy spirit; an ideal image.
phantomatic	a.	Phantasmal.
pharaoh	n.	A title by which the sovereigns of ancient Egypt were designated.
pharaoh	n.	See Faro.
pharaon	n.	See Pharaoh, 2.
pharaonic	a.	Of or pertaining to the Pharaohs, or kings of ancient Egypt.
phare	n.	A beacon tower; a lighthouse.
phare	n.	Hence, a harbor.
pharisaic	a.	Alt. of Pharisaical
pharisaical	a.	Of or pertaining to the Pharisees; resembling the Pharisees.
pharisaical	a.	Addicted to external forms and ceremonies; making a show of religion without the spirit of it; ceremonial; formal; hypocritical; self-righteous.
pharisaism	n.	The notions, doctrines, and conduct of the Pharisees, as a sect.
pharisaism	n.	Rigid observance of external forms of religion, without genuine piety; hypocrisy in religion; a censorious, self-righteous spirit in matters of morals or manners.
pharisean	a.	Following the practice of Pharisees; Pharisaic.
pharisee	n.	One of a sect or party among the Jews, noted for a strict and formal observance of rites and ceremonies and of the traditions of the elders, and whose pretensions to superior sanctity led them to separate themselves from the other Jews.
phariseeism	n.	See Pharisaism.
pharmaceutic	a.	Alt. of Pharmaceutical
pharmaceutical	a.	Of or pertaining to the knowledge or art of pharmacy, or to the art of preparing medicines according to the rules or formulas of pharmacy; as, pharmaceutical preparations.
pharmaceutics	n.	The science of preparing medicines.
pharmaceutist	n.	One skilled in pharmacy; a druggist. See the Note under Apothecary.
pharmacist	n.	One skilled in pharmacy; a pharmaceutist; a druggist.
pharmacodynamics	n.	That branch of pharmacology which considers the mode of action, and the effects, of medicines.
pharmacognosis	n.	That branch of pharmacology which treats of unprepared medicines or simples; -- called also pharmacography, and pharmacomathy.
pharmacognosy	n.	Pharmacognosis.
pharmacography	n.	See Pharmacognosis.
pharmacolite	n.	A hydrous arsenate of lime, usually occurring in silky fibers of a white or grayish color.
pharmacologist	n.	One skilled in pharmacology.
pharmacology	n.	Knowledge of drugs or medicines; the art of preparing medicines.
pharmacology	n.	A treatise on the art of preparing medicines.
pharmacomathy	n.	See Pharmacognosis.
pharmacon	n.	A medicine or drug; also, a poison.
pharmacopoeia	n.	A book or treatise describing the drugs, preparations, etc., used in medicine; especially, one that is issued by official authority and considered as an authoritative standard.
pharmacopoeia	n.	A chemical laboratory.
pharmacopolist	n.	One who sells medicines; an apothecary.
pharmacosiderite	n.	A hydrous arsenate of iron occurring in green or yellowish green cubic crystals; cube ore.
pharmacy	n.	The art or practice of preparing and preserving drugs, and of compounding and dispensing medicines according to prescriptions of physicians; the occupation of an apothecary or a pharmaceutical chemist.
pharmacy	n.	A place where medicines are compounded; a drug store; an apothecary's shop.
pharo	n.	A pharos; a lighthouse.
pharo	n.	See Faro.
pharology	n.	The art or science which treats of lighthouses and signal lights.
pharos	n.	A lighthouse or beacon for the guidance of seamen.
pharyngal	a.	Pharyngeal.
pharyngeal	a.	Of or pertaining to the pharynx; in the region of the pharynx.
pharyngeal	n.	A pharyngeal bone or cartilage; especially, one of the lower pharyngeals, which belong to the rudimentary fifth branchial arch in many fishes, or one of the upper pharyngeals, or pharyngobranchials, which are the dorsal elements in the complete branchial arches.
pharynges	"pl. "	of Pharynx
pharyngitis	n.	Inflammation of the pharynx.
pharyngobranchial	a.	Of or pertaining to the pharynx and the branchiae; -- applied especially to the dorsal elements in the branchial arches of fishes. See Pharyngeal.
pharyngobranchial	n.	A pharyngobranchial, or upper pharyngeal, bone or cartilage.
pharyngobranchii	n. pl.	Same as Leptocardia.
